age_mortality_id,x,list_x_units,n,ax,cap_nx,cap_dx,mx,lx_real,lx_stand,dx_real,dx_stand,px,qx,mjux,cap_lx_real,cap_lx_stand,ex,smoothed
DL00341_Schaible_Hydra_magnipapillata.csv,953.0000,,1019,0.5000,,,,134.0000,0.1319,0.0000,0.0003,0.9977,0.0023,0.0023,,0.1318,441.7047,
DL00341_Schaible_Hydra_magnipapillata.csv,954.0000,,1019,0.5000,,,,134.0000,0.1316,0.0000,0.0003,0.9977,0.0023,0.0023,,0.1315,441.7105,
DL00341_Schaible_Hydra_magnipapillata.csv,955.0000,,1019,0.5000,,,,134.0000,0.1313,1.0000,0.0003,0.9977,0.0023,0.0023,,0.1312,441.7186,
DL00341_Schaible_Hydra_magnipapillata.csv,957.0000,,1019,0.5000,,,,133.0000,0.1308,0.0000,0.0003,0.9977,0.0023,0.0023,,0.1307,441.4037,
DL00341_Schaible_Hydra_magnipapillata.csv,958.0000,,1019,0.5000,,,,133.0000,0.1305,0.0000,0.0003,0.9977,0.0023,0.0023,,0.1304,441.4172,
DL00341_Schaible_Hydra_magnipapillata.csv,960.0000,,1019,0.5000,,,,132.0000,0.1300,0.0000,0.0003,0.9977,0.0023,0.0023,,0.1299,441.1115,
DL00341_Schaible_Hydra_magnipapillata.csv,961.0000,,1019,0.5000,,,,132.0000,0.1297,0.0000,0.0003,0.9977,0.0023,0.0023,,0.1296,441.1307,
DL00341_Schaible_Hydra_magnipapillata.csv,962.0000,,1019,0.5000,,,,132.0000,0.1294,0.0000,0.0003,0.9977,0.0023,0.0023,,0.1293,441.1522,
DL00341_Schaible_Hydra_magnipapillata.csv,964.0000,,1019,0.5000,,,,131.0000,0.1289,0.0000,0.0003,0.9977,0.0023,0.0023,,0.1288,440.8600,
DL00341_Schaible_Hydra_magnipapillata.csv,965.0000,,1019,0.5000,,,,131.0000,0.1286,0.0000,0.0003,0.9977,0.0023,0.0023,,0.1285,440.8872,
DL00341_Schaible_Hydra_magnipapillata.csv,967.0000,,1019,0.5000,,,,131.0000,0.1281,1.0000,0.0003,0.9977,0.0023,0.0023,,0.1280,440.6046,
DL00341_Schaible_Hydra_magnipapillata.csv,968.0000,,1019,0.5000,,,,130.0000,0.1278,0.0000,0.0003,0.9977,0.0023,0.0024,,0.1277,440.6377,
DL00341_Schaible_Hydra_magnipapillata.csv,811.0000,,1019,0.5000,,,,181.0000,0.1775,1.0000,0.0004,0.9977,0.0023,0.0023,,0.1773,451.0611,
DL00341_Schaible_Hydra_magnipapillata.csv,812.0000,,1019,0.5000,,,,180.0000,0.1771,0.0000,0.0004,0.9977,0.0023,0.0023,,0.1769,451.0788,
DL00341_Schaible_Hydra_magnipapillata.csv,814.0000,,1019,0.5000,,,,180.0000,0.1764,1.0000,0.0004,0.9977,0.0023,0.0023,,0.1762,450.8651,
DL00341_Schaible_Hydra_magnipapillata.csv,815.0000,,1019,0.5000,,,,179.0000,0.1760,0.0000,0.0004,0.9977,0.0023,0.0023,,0.1758,450.8886,
DL00341_Schaible_Hydra_magnipapillata.csv,817.0000,,1019,0.5000,,,,179.0000,0.1753,1.0000,0.0004,0.9977,0.0023,0.0023,,0.1751,450.6854,
DL00341_Schaible_Hydra_magnipapillata.csv,818.0000,,1019,0.5000,,,,178.0000,0.1749,0.0000,0.0004,0.9977,0.0023,0.0023,,0.1747,450.7150,
DL00341_Schaible_Hydra_magnipapillata.csv,820.0000,,1019,0.5000,,,,178.0000,0.1742,1.0000,0.0004,0.9977,0.0023,0.0023,,0.1740,450.5224,
DL00341_Schaible_Hydra_magnipapillata.csv,821.0000,,1019,0.5000,,,,177.0000,0.1738,0.0000,0.0004,0.9977,0.0023,0.0023,,0.1736,450.5581,
DL00341_Schaible_Hydra_magnipapillata.csv,823.0000,,1019,0.5000,,,,176.0000,0.1731,0.0000,0.0004,0.9977,0.0023,0.0023,,0.1729,450.3764,
DL00341_Schaible_Hydra_magnipapillata.csv,825.0000,,1019,0.5000,,,,176.0000,0.1724,1.0000,0.0004,0.9977,0.0023,0.0023,,0.1722,450.2013,
DL00341_Schaible_Hydra_magnipapillata.csv,826.0000,,1019,0.5000,,,,175.0000,0.1720,0.0000,0.0004,0.9977,0.0023,0.0023,,0.1718,450.2471,
DL00341_Schaible_Hydra_magnipapillata.csv,828.0000,,1019,0.5000,,,,175.0000,0.1713,1.0000,0.0004,0.9977,0.0023,0.0023,,0.1711,450.0832,
DL00341_Schaible_Hydra_magnipapillata.csv,830.0000,,1019,0.5000,,,,174.0000,0.1706,1.0000,0.0004,0.9977,0.0023,0.0023,,0.1704,449.9261,
DL00341_Schaible_Hydra_magnipapillata.csv,704.0000,,1019,0.5000,,,,226.0000,0.2220,0.0000,0.0005,0.9977,0.0023,0.0023,,0.2218,456.5122,
DL00341_Schaible_Hydra_magnipapillata.csv,706.0000,,1019,0.5000,,,,225.0000,0.2211,0.0000,0.0005,0.9977,0.0023,0.0023,,0.2209,456.3666,
DL00341_Schaible_Hydra_magnipapillata.csv,707.0000,,1019,0.5000,,,,225.0000,0.2206,1.0000,0.0005,0.9977,0.0023,0.0023,,0.2204,456.3998,
DL00341_Schaible_Hydra_magnipapillata.csv,709.0000,,1019,0.5000,,,,224.0000,0.2197,1.0000,0.0005,0.9977,0.0023,0.0023,,0.2195,456.2656,
DL00341_Schaible_Hydra_magnipapillata.csv,711.0000,,1019,0.5000,,,,223.0000,0.2188,1.0000,0.0005,0.9977,0.0023,0.0023,,0.2186,456.1385,
DL00341_Schaible_Hydra_magnipapillata.csv,712.0000,,1019,0.5000,,,,222.0000,0.2183,0.0000,0.0005,0.9977,0.0023,0.0023,,0.2181,456.1821,
DL00341_Schaible_Hydra_magnipapillata.csv,714.0000,,1019,0.5000,,,,222.0000,0.2174,1.0000,0.0005,0.9977,0.0023,0.0023,,0.2172,456.0667,
DL00341_Schaible_Hydra_magnipapillata.csv,716.0000,,1019,0.5000,,,,221.0000,0.2165,1.0000,0.0005,0.9977,0.0023,0.0023,,0.2163,455.9587,
DL00341_Schaible_Hydra_magnipapillata.csv,718.0000,,1019,0.5000,,,,220.0000,0.2156,1.0000,0.0005,0.9977,0.0023,0.0023,,0.2154,455.8581,
DL00341_Schaible_Hydra_magnipapillata.csv,720.0000,,1019,0.5000,,,,219.0000,0.2147,1.0000,0.0005,0.9977,0.0023,0.0023,,0.2145,455.7650,
DL00341_Schaible_Hydra_magnipapillata.csv,722.0000,,1019,0.5000,,,,218.0000,0.2138,1.0000,0.0005,0.9977,0.0023,0.0023,,0.2136,455.6796,
DL00341_Schaible_Hydra_magnipapillata.csv,724.0000,,1019,0.5000,,,,217.0000,0.2129,1.0000,0.0005,0.9977,0.0023,0.0024,,0.2127,455.6019,
DL00341_Schaible_Hydra_magnipapillata.csv,617.0000,,1019,0.5000,,,,271.0000,0.2663,0.0000,0.0006,0.9977,0.0023,0.0023,,0.2660,460.1102,
DL00341_Schaible_Hydra_magnipapillata.csv,619.0000,,1019,0.5000,,,,270.0000,0.2652,0.0000,0.0006,0.9977,0.0023,0.0023,,0.2649,460.0147,
DL00341_Schaible_Hydra_magnipapillata.csv,621.0000,,1019,0.5000,,,,269.0000,0.2641,0.0000,0.0006,0.9977,0.0023,0.0023,,0.2638,459.9267,
DL00341_Schaible_Hydra_magnipapillata.csv,623.0000,,1019,0.5000,,,,268.0000,0.2630,1.0000,0.0006,0.9977,0.0023,0.0023,,0.2627,459.8464,
DL00341_Schaible_Hydra_magnipapillata.csv,625.0000,,1019,0.5000,,,,267.0000,0.2619,1.0000,0.0006,0.9977,0.0023,0.0023,,0.2616,459.7738,
DL00341_Schaible_Hydra_magnipapillata.csv,627.0000,,1019,0.5000,,,,266.0000,0.2608,1.0000,0.0006,0.9977,0.0023,0.0023,,0.2605,459.7090,
DL00341_Schaible_Hydra_magnipapillata.csv,630.0000,,1019,0.5000,,,,264.0000,0.2592,0.0000,0.0006,0.9977,0.0023,0.0023,,0.2589,459.5378,
DL00341_Schaible_Hydra_magnipapillata.csv,632.0000,,1019,0.5000,,,,263.0000,0.2581,1.0000,0.0006,0.9977,0.0023,0.0023,,0.2578,459.4923,
DL00341_Schaible_Hydra_magnipapillata.csv,634.0000,,1019,0.5000,,,,262.0000,0.2570,1.0000,0.0006,0.9977,0.0023,0.0023,,0.2567,459.4549,
DL00341_Schaible_Hydra_magnipapillata.csv,637.0000,,1019,0.5000,,,,260.0000,0.2554,0.0000,0.0006,0.9977,0.0023,0.0024,,0.2551,459.3242,
DL00341_Schaible_Hydra_magnipapillata.csv,543.0000,,1019,0.5000,,,,317.0000,0.3109,1.0000,0.0007,0.9977,0.0023,0.0023,,0.3106,462.6557,
DL00341_Schaible_Hydra_magnipapillata.csv,545.0000,,1019,0.5000,,,,315.0000,0.3096,0.0000,0.0007,0.9977,0.0023,0.0023,,0.3093,462.5943,
DL00341_Schaible_Hydra_magnipapillata.csv,547.0000,,1019,0.5000,,,,314.0000,0.3083,1.0000,0.0007,0.9977,0.0023,0.0023,,0.3080,462.5409,
DL00341_Schaible_Hydra_magnipapillata.csv,550.0000,,1019,0.5000,,,,312.0000,0.3064,0.0000,0.0007,0.9977,0.0023,0.0023,,0.3061,462.4001,
DL00341_Schaible_Hydra_magnipapillata.csv,552.0000,,1019,0.5000,,,,311.0000,0.3051,1.0000,0.0007,0.9977,0.0023,0.0023,,0.3048,462.3663,
DL00341_Schaible_Hydra_magnipapillata.csv,555.0000,,1019,0.5000,,,,309.0000,0.3032,1.0000,0.0007,0.9977,0.0023,0.0023,,0.3029,462.2546,
DL00341_Schaible_Hydra_magnipapillata.csv,558.0000,,1019,0.5000,,,,307.0000,0.3013,1.0000,0.0007,0.9977,0.0023,0.0023,,0.3010,462.1605,
DL00341_Schaible_Hydra_magnipapillata.csv,562.0000,,1019,0.5000,,,,304.0000,0.2988,0.0000,0.0007,0.9977,0.0023,0.0023,,0.2985,462.0110,
DL00341_Schaible_Hydra_magnipapillata.csv,480.0000,,1019,0.5000,,,,361.0000,0.3547,0.0000,0.0008,0.9977,0.0023,0.0023,,0.3543,464.5429,
DL00341_Schaible_Hydra_magnipapillata.csv,482.0000,,1019,0.5000,,,,360.0000,0.3532,1.0000,0.0008,0.9977,0.0023,0.0023,,0.3528,464.5116,
DL00341_Schaible_Hydra_magnipapillata.csv,485.0000,,1019,0.5000,,,,358.0000,0.3510,1.0000,0.0008,0.9977,0.0023,0.0023,,0.3506,464.4140,
DL00341_Schaible_Hydra_magnipapillata.csv,488.0000,,1019,0.5000,,,,355.0000,0.3488,0.0000,0.0008,0.9977,0.0023,0.0023,,0.3484,464.3340,
DL00341_Schaible_Hydra_magnipapillata.csv,492.0000,,1019,0.5000,,,,352.0000,0.3459,0.0000,0.0008,0.9977,0.0023,0.0023,,0.3455,464.2106,
DL00341_Schaible_Hydra_magnipapillata.csv,498.0000,,1019,0.5000,,,,348.0000,0.3416,1.0000,0.0008,0.9977,0.0023,0.0023,,0.3412,464.0170,
DL00341_Schaible_Hydra_magnipapillata.csv,423.0000,,1019,0.5000,,,,407.0000,0.3996,1.0000,0.0009,0.9977,0.0023,0.0023,,0.3992,466.0738,
DL00341_Schaible_Hydra_magnipapillata.csv,426.0000,,1019,0.5000,,,,405.0000,0.3971,1.0000,0.0009,0.9977,0.0023,0.0023,,0.3967,465.9989,
DL00341_Schaible_Hydra_magnipapillata.csv,430.0000,,1019,0.5000,,,,401.0000,0.3938,1.0000,0.0009,0.9977,0.0023,0.0023,,0.3934,465.8875,
DL00341_Schaible_Hydra_magnipapillata.csv,435.0000,,1019,0.5000,,,,397.0000,0.3897,1.0000,0.0009,0.9977,0.0023,0.0023,,0.3893,465.7633,
DL00341_Schaible_Hydra_magnipapillata.csv,375.0000,,1019,0.5000,,,,450.0000,0.4418,1.0000,0.0010,0.9977,0.0023,0.0023,,0.4413,467.2202,
DL00341_Schaible_Hydra_magnipapillata.csv,380.0000,,1019,0.5000,,,,446.0000,0.4372,2.0000,0.0010,0.9977,0.0023,0.0023,,0.4367,467.1102,
DL00341_Schaible_Hydra_magnipapillata.csv,331.0000,,1019,0.5000,,,,494.0000,0.4844,2.0000,0.0011,0.9977,0.0023,0.0023,,0.4839,468.1625,
DL00341_Schaible_Hydra_magnipapillata.csv,286.0000,,1019,0.5000,,,,542.0000,0.5322,1.0000,0.0012,0.9977,0.0023,0.0023,,0.5316,469.0573,
DL00341_Schaible_Hydra_magnipapillata.csv,213.0000,,1019,0.5000,,,,632.0000,0.6200,2.0000,0.0014,0.9977,0.0023,0.0023,,0.6193,470.3266,
DL00014_Dyke_et_alLT01.csv,0.2500,,280,0.0415,,,,230.0000,0.8231,0.0000,0.0018,0.9978,0.0022,0.0022,,0.0682,24.9579,
DL00092_Comfort_Nycticorax.csv,6.1973,,44,0.4040,,,,37.0000,0.8461,0.0000,0.0019,0.9978,0.0022,0.0022,,0.6830,7.1217,
DL00341_Schaible_Hydra_magnipapillata.csv,1451.0000,,1019,0.5000,,,,47.0000,0.0465,0.0000,0.0001,0.9978,0.0022,0.0022,,0.0465,375.5495,
DL00341_Schaible_Hydra_magnipapillata.csv,1452.0000,,1019,0.5000,,,,47.0000,0.0464,0.0000,0.0001,0.9978,0.0022,0.0022,,0.0464,375.3578,
DL00341_Schaible_Hydra_magnipapillata.csv,1453.0000,,1019,0.5000,,,,47.0000,0.0463,0.0000,0.0001,0.9978,0.0022,0.0022,,0.0463,375.1674,
DL00341_Schaible_Hydra_magnipapillata.csv,1454.0000,,1019,0.5000,,,,47.0000,0.0462,0.0000,0.0001,0.9978,0.0022,0.0022,,0.0462,374.9784,
DL00341_Schaible_Hydra_magnipapillata.csv,1455.0000,,1019,0.5000,,,,47.0000,0.0461,0.0000,0.0001,0.9978,0.0022,0.0022,,0.0461,374.7907,
DL00341_Schaible_Hydra_magnipapillata.csv,1459.0000,,1019,0.5000,,,,47.0000,0.0458,0.0000,0.0001,0.9978,0.0022,0.0022,,0.0458,373.2336,
DL00341_Schaible_Hydra_magnipapillata.csv,1460.0000,,1019,0.5000,,,,47.0000,0.0457,1.0000,0.0001,0.9978,0.0022,0.0022,,0.0457,373.0492,
DL00341_Schaible_Hydra_magnipapillata.csv,1461.0000,,1019,0.5000,,,,46.0000,0.0456,0.0000,0.0001,0.9978,0.0022,0.0022,,0.0456,372.8662,
DL00341_Schaible_Hydra_magnipapillata.csv,1462.0000,,1019,0.5000,,,,46.0000,0.0455,0.0000,0.0001,0.9978,0.0022,0.0022,,0.0455,372.6846,
DL00341_Schaible_Hydra_magnipapillata.csv,1463.0000,,1019,0.5000,,,,46.0000,0.0454,0.0000,0.0001,0.9978,0.0022,0.0022,,0.0454,372.5044,
DL00341_Schaible_Hydra_magnipapillata.csv,1464.0000,,1019,0.5000,,,,46.0000,0.0453,0.0000,0.0001,0.9978,0.0022,0.0022,,0.0453,372.3256,
DL00341_Schaible_Hydra_magnipapillata.csv,1465.0000,,1019,0.5000,,,,46.0000,0.0452,0.0000,0.0001,0.9978,0.0022,0.0022,,0.0452,372.1482,
DL00341_Schaible_Hydra_magnipapillata.csv,1466.0000,,1019,0.5000,,,,46.0000,0.0451,0.0000,0.0001,0.9978,0.0022,0.0022,,0.0451,371.9723,
DL00341_Schaible_Hydra_magnipapillata.csv,1467.0000,,1019,0.5000,,,,46.0000,0.0450,0.0000,0.0001,0.9978,0.0022,0.0022,,0.0450,371.7978,
DL00341_Schaible_Hydra_magnipapillata.csv,1468.0000,,1019,0.5000,,,,46.0000,0.0449,0.0000,0.0001,0.9978,0.0022,0.0022,,0.0449,371.6247,
DL00341_Schaible_Hydra_magnipapillata.csv,1469.0000,,1019,0.5000,,,,46.0000,0.0448,0.0000,0.0001,0.9978,0.0022,0.0022,,0.0448,371.4531,
DL00341_Schaible_Hydra_magnipapillata.csv,1470.0000,,1019,0.5000,,,,46.0000,0.0447,1.0000,0.0001,0.9978,0.0022,0.0022,,0.0447,371.2830,
DL00341_Schaible_Hydra_magnipapillata.csv,1471.0000,,1019,0.5000,,,,45.0000,0.0446,0.0000,0.0001,0.9978,0.0022,0.0022,,0.0446,371.1143,
DL00341_Schaible_Hydra_magnipapillata.csv,1472.0000,,1019,0.5000,,,,45.0000,0.0445,0.0000,0.0001,0.9978,0.0022,0.0022,,0.0445,370.9472,
DL00341_Schaible_Hydra_magnipapillata.csv,1120.0000,,1019,0.5000,,,,95.0000,0.0930,0.0000,0.0002,0.9978,0.0022,0.0022,,0.0929,426.5957,
DL00341_Schaible_Hydra_magnipapillata.csv,1121.0000,,1019,0.5000,,,,95.0000,0.0928,1.0000,0.0002,0.9978,0.0022,0.0022,,0.0927,426.5140,
DL00341_Schaible_Hydra_magnipapillata.csv,1122.0000,,1019,0.5000,,,,94.0000,0.0926,0.0000,0.0002,0.9978,0.0022,0.0022,,0.0925,426.4341,
DL00341_Schaible_Hydra_magnipapillata.csv,1123.0000,,1019,0.5000,,,,94.0000,0.0924,0.0000,0.0002,0.9978,0.0022,0.0022,,0.0923,426.3561,
DL00341_Schaible_Hydra_magnipapillata.csv,1124.0000,,1019,0.5000,,,,94.0000,0.0922,0.0000,0.0002,0.9978,0.0022,0.0022,,0.0921,426.2798,
DL00341_Schaible_Hydra_magnipapillata.csv,1125.0000,,1019,0.5000,,,,94.0000,0.0920,0.0000,0.0002,0.9978,0.0022,0.0022,,0.0919,426.2054,
DL00341_Schaible_Hydra_magnipapillata.csv,1126.0000,,1019,0.5000,,,,94.0000,0.0918,1.0000,0.0002,0.9978,0.0022,0.0022,,0.0917,426.1329,
DL00341_Schaible_Hydra_magnipapillata.csv,1127.0000,,1019,0.5000,,,,93.0000,0.0916,0.0000,0.0002,0.9978,0.0022,0.0022,,0.0915,426.0622,
DL00341_Schaible_Hydra_magnipapillata.csv,1128.0000,,1019,0.5000,,,,93.0000,0.0914,0.0000,0.0002,0.9978,0.0022,0.0022,,0.0913,425.9934,
DL00341_Schaible_Hydra_magnipapillata.csv,1130.0000,,1019,0.5000,,,,93.0000,0.0911,0.0000,0.0002,0.9978,0.0022,0.0022,,0.0910,425.3935,
DL00341_Schaible_Hydra_magnipapillata.csv,1131.0000,,1019,0.5000,,,,93.0000,0.0909,1.0000,0.0002,0.9978,0.0022,0.0022,,0.0908,425.3284,
DL00341_Schaible_Hydra_magnipapillata.csv,1132.0000,,1019,0.5000,,,,92.0000,0.0907,0.0000,0.0002,0.9978,0.0022,0.0022,,0.0906,425.2652,
DL00341_Schaible_Hydra_magnipapillata.csv,1133.0000,,1019,0.5000,,,,92.0000,0.0905,0.0000,0.0002,0.9978,0.0022,0.0022,,0.0904,425.2039,
DL00341_Schaible_Hydra_magnipapillata.csv,1134.0000,,1019,0.5000,,,,92.0000,0.0903,0.0000,0.0002,0.9978,0.0022,0.0022,,0.0902,425.1445,
DL00341_Schaible_Hydra_magnipapillata.csv,1135.0000,,1019,0.5000,,,,92.0000,0.0901,0.0000,0.0002,0.9978,0.0022,0.0022,,0.0900,425.0871,
DL00341_Schaible_Hydra_magnipapillata.csv,1136.0000,,1019,0.5000,,,,92.0000,0.0899,1.0000,0.0002,0.9978,0.0022,0.0022,,0.0898,425.0317,
DL00341_Schaible_Hydra_magnipapillata.csv,1138.0000,,1019,0.5000,,,,91.0000,0.0896,0.0000,0.0002,0.9978,0.0022,0.0022,,0.0895,424.4520,
DL00341_Schaible_Hydra_magnipapillata.csv,1139.0000,,1019,0.5000,,,,91.0000,0.0894,0.0000,0.0002,0.9978,0.0022,0.0022,,0.0893,424.4004,
DL00341_Schaible_Hydra_magnipapillata.csv,1140.0000,,1019,0.5000,,,,91.0000,0.0892,0.0000,0.0002,0.9978,0.0022,0.0022,,0.0891,424.3509,
DL00341_Schaible_Hydra_magnipapillata.csv,1141.0000,,1019,0.5000,,,,91.0000,0.0890,1.0000,0.0002,0.9978,0.0022,0.0022,,0.0889,424.3034,
DL00341_Schaible_Hydra_magnipapillata.csv,926.0000,,1019,0.5000,,,,142.0000,0.1395,0.0000,0.0003,0.9978,0.0022,0.0022,,0.1394,443.8957,
DL00341_Schaible_Hydra_magnipapillata.csv,927.0000,,1019,0.5000,,,,142.0000,0.1392,0.0000,0.0003,0.9978,0.0022,0.0022,,0.1391,443.8513,
DL00341_Schaible_Hydra_magnipapillata.csv,928.0000,,1019,0.5000,,,,142.0000,0.1389,1.0000,0.0003,0.9978,0.0022,0.0022,,0.1388,443.8089,
DL00341_Schaible_Hydra_magnipapillata.csv,930.0000,,1019,0.5000,,,,141.0000,0.1384,0.0000,0.0003,0.9978,0.0022,0.0022,,0.1383,443.4090,
DL00341_Schaible_Hydra_magnipapillata.csv,931.0000,,1019,0.5000,,,,141.0000,0.1381,1.0000,0.0003,0.9978,0.0022,0.0022,,0.1380,443.3711,
DL00341_Schaible_Hydra_magnipapillata.csv,932.0000,,1019,0.5000,,,,140.0000,0.1378,0.0000,0.0003,0.9978,0.0022,0.0022,,0.1377,443.3353,
DL00341_Schaible_Hydra_magnipapillata.csv,933.0000,,1019,0.5000,,,,140.0000,0.1375,0.0000,0.0003,0.9978,0.0022,0.0022,,0.1374,443.3015,
DL00341_Schaible_Hydra_magnipapillata.csv,934.0000,,1019,0.5000,,,,140.0000,0.1372,0.0000,0.0003,0.9978,0.0022,0.0022,,0.1371,443.2697,
DL00341_Schaible_Hydra_magnipapillata.csv,935.0000,,1019,0.5000,,,,140.0000,0.1369,1.0000,0.0003,0.9978,0.0022,0.0022,,0.1368,443.2400,
DL00341_Schaible_Hydra_magnipapillata.csv,937.0000,,1019,0.5000,,,,139.0000,0.1364,0.0000,0.0003,0.9978,0.0022,0.0022,,0.1363,442.8614,
DL00341_Schaible_Hydra_magnipapillata.csv,938.0000,,1019,0.5000,,,,139.0000,0.1361,1.0000,0.0003,0.9978,0.0022,0.0022,,0.1360,442.8365,
DL00341_Schaible_Hydra_magnipapillata.csv,939.0000,,1019,0.5000,,,,138.0000,0.1358,0.0000,0.0003,0.9978,0.0022,0.0022,,0.1357,442.8137,
DL00341_Schaible_Hydra_magnipapillata.csv,940.0000,,1019,0.5000,,,,138.0000,0.1355,0.0000,0.0003,0.9978,0.0022,0.0022,,0.1354,442.7930,
DL00341_Schaible_Hydra_magnipapillata.csv,941.0000,,1019,0.5000,,,,138.0000,0.1352,1.0000,0.0003,0.9978,0.0022,0.0022,,0.1351,442.7744,
DL00341_Schaible_Hydra_magnipapillata.csv,942.0000,,1019,0.5000,,,,137.0000,0.1349,0.0000,0.0003,0.9978,0.0022,0.0022,,0.1348,442.7580,
DL00341_Schaible_Hydra_magnipapillata.csv,944.0000,,1019,0.5000,,,,137.0000,0.1344,0.0000,0.0003,0.9978,0.0022,0.0022,,0.1343,442.4018,
DL00341_Schaible_Hydra_magnipapillata.csv,945.0000,,1019,0.5000,,,,137.0000,0.1341,1.0000,0.0003,0.9978,0.0022,0.0022,,0.1340,442.3904,
DL00341_Schaible_Hydra_magnipapillata.csv,946.0000,,1019,0.5000,,,,136.0000,0.1338,0.0000,0.0003,0.9978,0.0022,0.0022,,0.1337,442.3812,
DL00341_Schaible_Hydra_magnipapillata.csv,947.0000,,1019,0.5000,,,,136.0000,0.1335,0.0000,0.0003,0.9978,0.0022,0.0022,,0.1334,442.3742,
DL00341_Schaible_Hydra_magnipapillata.csv,789.0000,,1019,0.5000,,,,189.0000,0.1858,0.0000,0.0004,0.9978,0.0022,0.0022,,0.1856,452.4155,
DL00341_Schaible_Hydra_magnipapillata.csv,790.0000,,1019,0.5000,,,,189.0000,0.1854,0.0000,0.0004,0.9978,0.0022,0.0022,,0.1852,452.3905,
DL00341_Schaible_Hydra_magnipapillata.csv,792.0000,,1019,0.5000,,,,188.0000,0.1847,0.0000,0.0004,0.9978,0.0022,0.0022,,0.1845,452.1015,
DL00341_Schaible_Hydra_magnipapillata.csv,793.0000,,1019,0.5000,,,,188.0000,0.1843,1.0000,0.0004,0.9978,0.0022,0.0022,,0.1841,452.0817,
DL00341_Schaible_Hydra_magnipapillata.csv,794.0000,,1019,0.5000,,,,187.0000,0.1839,0.0000,0.0004,0.9978,0.0022,0.0022,,0.1837,452.0639,
DL00341_Schaible_Hydra_magnipapillata.csv,795.0000,,1019,0.5000,,,,187.0000,0.1835,0.0000,0.0004,0.9978,0.0022,0.0022,,0.1833,452.0482,
DL00341_Schaible_Hydra_magnipapillata.csv,796.0000,,1019,0.5000,,,,187.0000,0.1831,1.0000,0.0004,0.9978,0.0022,0.0022,,0.1829,452.0347,
DL00341_Schaible_Hydra_magnipapillata.csv,798.0000,,1019,0.5000,,,,186.0000,0.1824,1.0000,0.0004,0.9978,0.0022,0.0022,,0.1822,451.7659,
DL00341_Schaible_Hydra_magnipapillata.csv,799.0000,,1019,0.5000,,,,185.0000,0.1820,0.0000,0.0004,0.9978,0.0022,0.0022,,0.1818,451.7577,
DL00341_Schaible_Hydra_magnipapillata.csv,800.0000,,1019,0.5000,,,,185.0000,0.1816,0.0000,0.0004,0.9978,0.0022,0.0022,,0.1814,451.7517,
DL00341_Schaible_Hydra_magnipapillata.csv,801.0000,,1019,0.5000,,,,185.0000,0.1812,1.0000,0.0004,0.9978,0.0022,0.0022,,0.1810,451.7478,
DL00341_Schaible_Hydra_magnipapillata.csv,803.0000,,1019,0.5000,,,,184.0000,0.1805,0.0000,0.0004,0.9978,0.0022,0.0022,,0.1803,451.4961,
DL00341_Schaible_Hydra_magnipapillata.csv,804.0000,,1019,0.5000,,,,184.0000,0.1801,1.0000,0.0004,0.9978,0.0022,0.0022,,0.1799,451.4978,
DL00341_Schaible_Hydra_magnipapillata.csv,805.0000,,1019,0.5000,,,,183.0000,0.1797,0.0000,0.0004,0.9978,0.0022,0.0022,,0.1795,451.5017,
DL00341_Schaible_Hydra_magnipapillata.csv,807.0000,,1019,0.5000,,,,182.0000,0.1790,0.0000,0.0004,0.9978,0.0022,0.0022,,0.1788,451.2637,
DL00341_Schaible_Hydra_magnipapillata.csv,808.0000,,1019,0.5000,,,,182.0000,0.1786,0.0000,0.0004,0.9978,0.0022,0.0022,,0.1784,451.2732,
DL00341_Schaible_Hydra_magnipapillata.csv,809.0000,,1019,0.5000,,,,182.0000,0.1782,1.0000,0.0004,0.9978,0.0022,0.0022,,0.1780,451.2851,
DL00341_Schaible_Hydra_magnipapillata.csv,683.0000,,1019,0.5000,,,,236.0000,0.2320,0.0000,0.0005,0.9978,0.0022,0.0022,,0.2318,457.3763,
DL00341_Schaible_Hydra_magnipapillata.csv,684.0000,,1019,0.5000,,,,236.0000,0.2315,1.0000,0.0005,0.9978,0.0022,0.0022,,0.2313,457.3631,
DL00341_Schaible_Hydra_magnipapillata.csv,685.0000,,1019,0.5000,,,,235.0000,0.2310,0.0000,0.0005,0.9978,0.0022,0.0022,,0.2308,457.3519,
DL00341_Schaible_Hydra_magnipapillata.csv,686.0000,,1019,0.5000,,,,235.0000,0.2305,1.0000,0.0005,0.9978,0.0022,0.0022,,0.2303,457.3430,
DL00341_Schaible_Hydra_magnipapillata.csv,687.0000,,1019,0.5000,,,,234.0000,0.2300,0.0000,0.0005,0.9978,0.0022,0.0022,,0.2298,457.3361,
DL00341_Schaible_Hydra_magnipapillata.csv,689.0000,,1019,0.5000,,,,233.0000,0.2291,0.0000,0.0005,0.9978,0.0022,0.0022,,0.2289,457.1290,
DL00341_Schaible_Hydra_magnipapillata.csv,690.0000,,1019,0.5000,,,,233.0000,0.2286,1.0000,0.0005,0.9978,0.0022,0.0022,,0.2284,457.1277,
DL00341_Schaible_Hydra_magnipapillata.csv,691.0000,,1019,0.5000,,,,232.0000,0.2281,0.0000,0.0005,0.9978,0.0022,0.0022,,0.2279,457.1287,
